sample	individual	environment	site
s_872848689_ST	s_872848689	GUT	ST
s_872848689_SUBP	s_872848689	ORAL_CAVITY	SUBP
s_872848689_SUPP	s_872848689	ORAL_CAVITY	SUPP
s_872848689_SV	s_872848689	ORAL_CAVITY	SV
s_872848689_TD	s_872848689	ORAL_CAVITY	TD
s_872848689_TH	s_872848689	ORAL_CAVITY	TH
s_892969023_BM	s_892969023	ORAL_CAVITY	BM
s_892969023_HP	s_892969023	ORAL_CAVITY	HP
s_892969023_KG	s_892969023	ORAL_CAVITY	KG
s_892969023_PT	s_892969023	ORAL_CAVITY	PT
s_892969023_ST	s_892969023	GUT	ST
s_892969023_SUBP	s_892969023	ORAL_CAVITY	SUBP
s_892969023_SUPP	s_892969023	ORAL_CAVITY	SUPP
s_892969023_SV	s_892969023	ORAL_CAVITY	SV
s_892969023_TD	s_892969023	ORAL_CAVITY	TD
s_892969023_TH	s_892969023	ORAL_CAVITY	TH
s_937415040_BM	s_937415040	ORAL_CAVITY	BM
s_937415040_HP	s_937415040	ORAL_CAVITY	HP
s_937415040_KG	s_937415040	ORAL_CAVITY	KG
s_937415040_PT	s_937415040	ORAL_CAVITY	PT
s_937415040_ST	s_937415040	GUT	ST
s_937415040_SUBP	s_937415040	ORAL_CAVITY	SUBP
s_937415040_SUPP	s_937415040	ORAL_CAVITY	SUPP
s_937415040_SV	s_937415040	ORAL_CAVITY	SV
s_937415040_TD	s_937415040	ORAL_CAVITY	TD
s_937415040_TH	s_937415040	ORAL_CAVITY	TH
s_970836795_BM	s_970836795	ORAL_CAVITY	BM
s_970836795_HP	s_970836795	ORAL_CAVITY	HP
s_970836795_KG	s_970836795	ORAL_CAVITY	KG
s_970836795_PT	s_970836795	ORAL_CAVITY	PT
s_970836795_ST	s_970836795	GUT	ST
s_970836795_SUBP	s_970836795	ORAL_CAVITY	SUBP
s_970836795_SUPP	s_970836795	ORAL_CAVITY	SUPP
s_970836795_SV	s_970836795	ORAL_CAVITY	SV
s_970836795_TD	s_970836795	ORAL_CAVITY	TD
s_970836795_TH	s_970836795	ORAL_CAVITY	TH
