Authors,Title,Year,Source title,Page start,Page end,Cited by
"Pasqualucci, L., Trifonov, V., Fabbri, G., Ma, J., Rossi, D., Chiarenza, A., Wells, V.A., Grunn, A., Messina, M., Elliot, O., Chan, J., Bhagat, G., Chadburn, A., Gaidano, G., Mullighan, C.G., Rabadan, R., Dalla-Favera, R.",Analysis of the coding genome of diffuse large B-cell lymphoma,2011,Nature Genetics,830,837,366
"Turnbull, C., Ahmed, S., Morrison, J., Pernet, D., Renwick, A., Maranian, M., Seal, S., Ghoussaini, M., Hines, S., Healey, C.S., Hughes, D., Warren-Perry, M., Tapper, W., Eccles, D., Evans, D.G., Hooning, M., Schutte, M., Van Den Ouweland, A., Houlston, R., Ross, G., Langford, C., Pharoah, P.D.P., Stratton, M.R., Dunning, A.M., Rahman, N., Easton, D.F.",Genome-wide association study identifies five new breast cancer susceptibility loci,2010,Nature Genetics,504,507,367
"Aoki, Y., Niihori, T., Kawame, H., Kurosawa, K., Ohashi, H., Tanaka, Y., Filocamo, M., Kato, K., Suzuki, Y., Kure, S., Matsubara, Y.",Germline mutations in HRAS proto-oncogene cause Costello syndrome,2005,Nature Genetics,1038,1040,368
"Winkelmann, J., Schormair, B., Lichtner, P., Ripke, S., Xiong, L., Jalilzadeh, S., Fulda, S., Pütz, B., Eckstein, G., Hauk, S., Trenkwalder, C., Zimprich, A., Stiasny-Kolster, K., Oertel, W., Bachmann, C.G., Paulus, W., Peglau, I., Eisensehr, I., Montplaisir, J., Turecki, G., Rouleau, G., Gieger, C., Illig, T., Wichmann, H.-E., Holsboer, F., Müller-Myhsok, B., Meitinger, T.",Genome-wide association study of restless legs syndrome identifies common variants in three genomic regions,2007,Nature Genetics,1000,1006,368
"Cao, J., Schneeberger, K., Ossowski, S., Günther, T., Bender, S., Fitz, J., Koenig, D., Lanz, C., Stegle, O., Lippert, C., Wang, X., Ott, F., Müller, J., Alonso-Blanco, C., Borgwardt, K., Schmid, K.J., Weigel, D.",Whole-genome sequencing of multiple Arabidopsis thaliana populations,2011,Nature Genetics,956,965,368
"Baker, D.J., Jeganathan, K.B., Cameron, J.D., Thompson, M., Juneja, S., Kopecka, A., Kumar, R., Jenkins, R.B., De Groen, P.C., Roche, P., Van Deursen, J.M.",BubR1 insufficiency causes early onset of aging-associated phenotypes and infertility in mice,2004,Nature Genetics,744,749,369
"Schwartz, Y.B., Kahn, T.G., Nix, D.A., Li, X.-Y., Bourgon, R., Biggin, M., Pirrotta, V.",Genome-wide analysis of Polycomb targets in Drosophila melanogaster,2006,Nature Genetics,700,705,369
"Ross, A.J., May-Simera, H., Eichers, E.R., Kai, M., Hill, J., Jagger, D.J., Leitch, C.C., Chapple, J.P., Munro, P.M., Fisher, S., Tan, P.L., Phillips, H.M., Leroux, M.R., Henderson, D.J., Murdoch, J.N., Copp, A.J., Eliot, M.-M., Lupski, J.R., Kemp, D.T., Dollfus, H., Tada, M., Katsanis, N., Forge, A., Beales, P.L.",Disruption of Bardet-Biedl syndrome ciliary proteins perturbs planar cell polarity in vertebrates,2005,Nature Genetics,1135,1140,370
"Plenge, R.M., Cotsapas, C., Davies, L., Price, A.L., De Bakker, P.I.W., Maller, J., Pe'er, I., Burtt, N.P., Blumenstiel, B., DeFelice, M., Parkin, M., Barry, R., Winslow, W., Healy, C., Graham, R.R., Neale, B.M., Izmailova, E., Roubenoff, R., Parker, A.N., Glass, R., Karlson, E.W., Maher, N., Hafler, D.A., Lee, D.M., Seldin, M.F., Remmers, E.F., Lee, A.T., Padyukov, L., Alfredsson, L., Coblyn, J., Weinblatt, M.E., Gabriel, S.B., Purcell, S., Klareskog, L., Gregersen, P.K., Shadick, N.A., Daly, M.J., Altshuler, D.",Two independent alleles at 6q23 associated with risk of rheumatoid arthritis,2007,Nature Genetics,1477,1482,370
"Tomlinson, I.P.M., Webb, E., Carvajal-Carmona, L., Broderick, P., Howarth, K., Pittman, A.M., Spain, S., Lubbe, S., Walther, A., Sullivan, K., Jaeger, E., Fielding, S., Rowan, A., Vijayakrishnan, J., Domingo, E., Chandler, I., Kemp, Z., Qureshi, M., Farrington, S.M., Tenesa, A., Prendergast, J.G.D., Barnetson, R.A., Penegar, S., Barclay, E., Wood, W., Martin, L., Gorman, M., Thomas, H., Peto, J., Bishop, D.T., Gray, R., Maher, E.R., Lucassen, A., Kerr, D., Evans, D.G.R., Schafmayer, C., Buch, S., Völzke, H., Hampe, J., Schreiber, S., John, U., Koessler, T., Pharoah, P., Van Wezel, T., Morreau, H., Wijnen, J.T., Hopper, J.L., Southey, M.C., Giles, G.G., Severi, G., Castellví-Bel, S., Ruiz-Ponte, C., Carracedo, A., Castells, A., Försti, A., Hemminki, K., Vodicka, P., Naccarati, A., Lipton, L., Ho, J.W.C., Cheng, K.K., Sham, P.C., Luk, J., Agúndez, J.A.G., Ladero, J.M., De La Hoya, M., Caldés, T., Niittymäki, I., Tuupanen, S., Karhu, A., Aaltonen, L., Cazier, J.-B., Campbell, H., Dunlop, M.G., Houlston, R.S.",A genome-wide association study identifies colorectal cancer susceptibility loci on chromosomes 10p14 and 8q23.3,2008,Nature Genetics,623,630,370
"Hunt, K.A., Zhernakova, A., Turner, G., Heap, G.A.R., Franke, L., Bruinenberg, M., Romanos, J., Dinesen, L.C., Ryan, A.W., Panesar, D., Gwilliam, R., Takeuchi, F., McLaren, W.M., Holmes, G.K.T., Howdle, P.D., Walters, J.R.F., Sanders, D.S., Playford, R.J., Trynka, G., Mulder, C.J.J., Mearin, M.L., Verbeek, W.H.M., Trimble, V., Stevens, F.M., O'Morain, C., Kennedy, N.P., Kelleher, D., Pennington, D.J., Strachan, D.P., McArdle, W.L., Mein, C.A., Wapenaar, M.C., Deloukas, P., McGinnis, R., McManus, R., Wijmenga, C., Van Heel, D.A.",Newly identified genetic risk variants for celiac disease related to the immune response,2008,Nature Genetics,395,402,372
"Topaloglu, A.K., Reimann, F., Guclu, M., Yalin, A.S., Kotan, L.D., Porter, K.M., Serin, A., Mungan, N.O., Cook, J.R., Ozbek, M.N., Imamoglu, S., Akalin, N.S., Yuksel, B., O'Rahilly, S., Semple, R.K.",TAC3 and TACR3 mutations in familial hypogonadotropic hypogonadism reveal a key role for Neurokinin B in the central control of reproduction,2009,Nature Genetics,354,358,373
"Quesada, V., Conde, L., Villamor, N., Ordóñez, G.R., Jares, P., Bassaganyas, L., Ramsay, A.J., Beà, S., Pinyol, M., Martínez-Trillos, A., López-Guerra, M., Colomer, D., Navarro, A., Baumann, T., Aymerich, M., Rozman, M., Delgado, J., Giné, E., Hernández, J.M., González-Díaz, M., Puente, D.A., Velasco, G., Freije, J.M.P., Tubío, J.M.C., Royo, R., Gelpí, J.L., Orozco, M., Pisano, D.G., Zamora, J., Vázquez, M., Valencia, A., Himmelbauer, H., Bayés, M., Heath, S., Gut, M., Gut, I., Estivill, X., López-Guillermo, A., Puente, X.S., Campo, E., López-Otín, C.",Exome sequencing identifies recurrent mutations of the splicing factor SF3B1 gene in chronic lymphocytic leukemia,2012,Nature Genetics,47,52,373
"Kaminsky, Z.A., Tang, T., Wang, S.-C., Ptak, C., Oh, G.H.T., Wong, A.H.C., Feldcamp, L.A., Virtanen, C., Halfvarson, J., Tysk, C., McRae, A.F., Visscher, P.M., Montgomery, G.W., Gottesman, I.I., Martin, N.G., Petronis, A.",DNA methylation profiles in monozygotic and dizygotic twins,2009,Nature Genetics,240,245,374
"Nikoloski, G., Langemeijer, S.M.C., Kuiper, R.P., Knops, R., Massop, M., Tönnissen, E.R.L.T.M., Van Der Heijden, A., Scheele, T.N., Vandenberghe, P., De Witte, T., Van Der Reijden, B.A., Jansen, J.H.",Somatic mutations of the histone methyltransferase gene EZH2 in myelodysplastic syndromes,2010,Nature Genetics,665,667,374
"Horike, S.-I., Cai, S., Miyano, M., Cheng, J.-F., Kohwi-Shigematsu, T.",Loss of silent-chromatin looping and impaired imprinting of DLX5 in Rett syndrome,2005,Nature Genetics,31,40,377
"Jin, C., Zang, C., Wei, G., Cui, K., Peng, W., Zhao, K., Felsenfeld, G.",H3.3/H2A.Z double variant-containing nucleosomes mark 'nucleosome-free regions' of active promoters and other regulatory regions,2009,Nature Genetics,941,945,377
"Clayton, D.G., Walker, N.M., Smyth, D.J., Pask, R., Cooper, J.D., Maier, L.M., Smink, L.J., Lam, A.C., Ovington, N.R., Stevens, H.E., Nutland, S., Howson, J.M.M., Faham, M., Moorhead, M., Jones, H.B., Falkowski, M., Hardenbol, P., Willis, T.D., Todd, J.A.","Population structure, differential bias and genomic control in a large-scale, case-control association study",2005,Nature Genetics,1243,1246,382
"Gregory, S.G., Schmidt, S., Seth, P., Oksenberg, J.R., Hart, J., Prokop, A., Caillier, S.J., Ban, M., Goris, A., Barcellos, L.F., Lincoln, R., McCauley, J.L., Sawcer, S.J., Compston, D.A.S., Dubois, B., Hauser, S.L., Garcia-Blanco, M.A., Pericak-Vance, M.A., Haines, J.L.",Interleukin 7 receptor α chain (IL7R) shows allelic and functional association with multiple sclerosis,2007,Nature Genetics,1083,1091,383
"Vissers, L.E.L.M., De Ligt, J., Gilissen, C., Janssen, I., Steehouwer, M., De Vries, P., Van Lier, B., Arts, P., Wieskamp, N., Del Rosario, M., Van Bon, B.W.M., Hoischen, A., De Vries, B.B.A., Brunner, H.G., Veltman, J.A.",A de novo paradigm for mental retardation,2010,Nature Genetics,1109,1112,386
"Manning, K., Tör, M., Poole, M., Hong, Y., Thompson, A.J., King, G.J., Giovannoni, J.J., Seymour, G.B.",A naturally occurring epigenetic mutation in a gene encoding an SBP-box transcription factor inhibits tomato fruit ripening,2006,Nature Genetics,948,952,387
"McCarroll, S.A., Huett, A., Kuballa, P., Chilewski, S.D., Landry, A., Goyette, P., Zody, M.C., Hall, J.L., Brant, S.R., Cho, J.H., Duerr, R.H., Silverberg, M.S., Taylor, K.D., Rioux, J.D., Altshuler, D., Daly, M.J., Xavier, R.J.",Deletion polymorphism upstream of IRGM associated with altered IRGM expression and Crohn's disease,2008,Nature Genetics,1107,1112,387
"Kao, W.H.L., Klag, M.J., Meoni, L.A., Reich, D., Berthier-Schaad, Y., Li, M., Coresh, J., Patterson, N., Tandon, A., Powe, N.R., Fink, N.E., Sadler, J.H., Weir, M.R., Abboud, H.E., Adler, S.G., Divers, J., Iyengar, S.K., Freedman, B.I., Kimmel, P.L., Knowler, W.C., Kohn, O.F., Kramp, K., Leehey, D.J., Nicholas, S.B., Pahl, M.V., Schelling, J.R., Sedor, J.R., Thornley-Brown, D., Winkler, C.A., Smith, M.W., Parekh, R.S.",MYH9 is associated with nondiabetic end-stage renal disease in African Americans,2008,Nature Genetics,1185,1192,389
"Shulaev, V., Sargent, D.J., Crowhurst, R.N., Mockler, T.C., Folkerts, O., Delcher, A.L., Jaiswal, P., Mockaitis, K., Liston, A., Mane, S.P., Burns, P., Davis, T.M., Slovin, J.P., Bassil, N., Hellens, R.P., Evans, C., Harkins, T., Kodira, C., Desany, B., Crasta, O.R., Jensen, R.V., Allan, A.C., Michael, T.P., Setubal, J.C., Celton, J.-M., Rees, D.J.G., Williams, K.P., Holt, S.H., Rojas, J.J.R., Chatterjee, M., Liu, B., Silva, H., Meisel, L., Adato, A., Filichkin, S.A., Troggio, M., Viola, R., Ashman, T.-L., Wang, H., Dharmawardhana, P., Elser, J., Raja, R., Priest, H.D., Bryant, D.W., Fox, S.E., Givan, S.A., Wilhelm, L.J., Naithani, S., Christoffels, A., Salama, D.Y., Carter, J., Girona, E.L., Zdepski, A., Wang, W., Kerstetter, R.A., Schwab, W., Korban, S.S., Davik, J., Monfort, A., Denoyes-Rothan, B., Arus, P., Mittler, R., Flinn, B., Aharoni, A., Bennetzen, J.L., Salzberg, S.L., Dickerman, A.W., Velasco, R., Borodovsky, M., Veilleux, R.E., Folta, K.M.",The genome of woodland strawberry (Fragaria vesca),2011,Nature Genetics,109,116,389
"Krantz, I.D., McCallum, J., DeScipio, C., Kaur, M., Gillis, L.A., Yaeger, D., Jukofsky, L., Wasserman, N., Bottani, A., Morris, C.A., Nowaczyk, M.J.M., Toriello, H., Bamshad, M.J., Carey, J.C., Rappaport, E., Kawauchi, S., Lander, A.D., Calof, A.L., Li, H.-H., Devoto, M., Jackson, L.G.","Cornelia de Lange syndrome is caused by mutations in NIPBL, the human homolog of Drosophila melanogaster Nipped-B",2004,Nature Genetics,631,635,390
"Gunderson, K.L., Steemers, F.J., Lee, G., Mendoza, L.G., Chee, M.S.",A genome-wide scalable SNP genotyping assay using microarray technology,2005,Nature Genetics,549,554,390
"Salzer, U., Chapel, H.M., Webster, A.D.B., Pan-Hammarström, Q., Schmitt-Graeff, A., Schlesier, M., Peter, H.H., Rockstroh, J.K., Schneider, P., Schäffer, A.A., Hammarström, L., Grimbacher, B.",Mutations in TNFRSF13B encoding TACI are associated with common variable immunodeficiency in humans,2005,Nature Genetics,820,828,391
"Kondo, Y., Shen, L., Cheng, A.S., Ahmed, S., Boumber, Y., Charo, C., Yamochi, T., Urano, T., Furukawa, K., Kwabi-Addo, B., Gold, D.L., Sekido, Y., Huang, T.H.-M., Issa, J.-P.J.",Gene silencing in cancer by histone H3 lysine 27 trimethylation independent of promoter DNA methylation,2008,Nature Genetics,741,750,391
"Prokopenko, I., Langenberg, C., Florez, J.C., Saxena, R., Soranzo, N., Thorleifsson, G., Loos, R.J.F., Manning, A.K., Jackson, A.U., Aulchenko, Y., Potter, S.C., Erdos, M.R., Sanna, S., Hottenga, J.-J., Wheeler, E., Kaakinen, M., Lyssenko, V., Chen, W.-M., Ahmadi, K., Beckmann, J.S., Bergman, R.N., Bochud, M., Bonnycastle, L.L., Buchanan, T.A., Cao, A., Cervino, A., Coin, L., Collins, F.S., Crisponi, L., De Geus, E.J.C., Dehghan, A., Deloukas, P., Doney, A.S.F., Elliott, P., Freimer, N., Gateva, V., Herder, C., Hofman, A., Hughes, T.E., Hunt, S., Illig, T., Inouye, M., Isomaa, B., Johnson, T., Kong, A., Krestyaninova, M., Kuusisto, J., Laakso, M., Lim, N., Lindblad, U., Lindgren, C.M., McCann, O.T., Mohlke, K.L., Morris, A.D., Naitza, S., Orrù, M., Palmer, C.N.A., Pouta, A., Randall, J., Rathmann, W., Saramies, J., Scheet, P., Scott, L.J., Scuteri, A., Sharp, S., Sijbrands, E., Smit, J.H., Song, K., Steinthorsdottir, V., Stringham, H.M., Tuomi, T., Tuomilehto, J., Uitterlinden, A.G., Voight, B.F., Waterworth, D., Wichmann, H.-E., Willemsen, G., Witteman, J.C.M., Yuan, X., Zhao, J.H., Zeggini, E., Schlessinger, D., Sandhu, M., Boomsma, D.I., Uda, M., Spector, T.D., Penninx, B.W.J.H., Altshuler, D., Vollenweider, P., Jarvelin, M.R., Lakatta, E., Waeber, G., Fox, C.S., Peltonen, L., Groop, L.C., Mooser, V., Cupples, L.A., Thorsteinsdottir, U., Boehnke, M., Barroso, I., Van Duijn, C., Dupuis, J., Watanabe, R.M., Stefansson, K., McCarthy, M.I., Wareham, N.J., Meigs, J.B., Abecasis, G.R.",Variants in MTNR1B influence fasting glucose levels,2009,Nature Genetics,77,81,391
"Guichard, C., Amaddeo, G., Imbeaud, S., Ladeiro, Y., Pelletier, L., Maad, I.B., Calderaro, J., Bioulac-Sage, P., Letexier, M., Degos, F., Clément, B., Balabaud, C., Chevet, E., Laurent, A., Couchy, G., Letouzé, E., Calvo, F., Zucman-Rossi, J.",Integrated analysis of somatic mutations and focal copy-number changes identifies key genes and pathways in hepatocellular carcinoma,2012,Nature Genetics,694,698,391
"Viswanathan, S.R., Powers, J.T., Einhorn, W., Hoshida, Y., Ng, T.L., Toffanin, S., O'Sullivan, M., Lu, J., Phillips, L.A., Lockhart, V.L., Shah, S.P., Tanwar, P.S., Mermel, C.H., Beroukhim, R., Azam, M., Teixeira, J., Meyerson, M., Hughes, T.P., Llovet, J.M., Radich, J., Mullighan, C.G., Golub, T.R., Sorensen, P.H., Daley, G.Q.",Lin28 promotes transformation and is associated with advanced human malignancies,2009,Nature Genetics,843,848,392
"Mizuguchi, T., Collod-Beroud, G., Akiyama, T., Abifadel, M., Harada, N., Morisaki, T., Allard, D., Varret, M., Claustres, M., Morisaki, H., Ihara, M., Kinoshita, A., Yoshiura, K.-I., Junien, C., Kajii, T., Jondeau, G., Ohta, T., Kishino, T., Furukawa, Y., Nakamura, Y., Niikawa, N., Boileau, C., Matsumoto, N.",Heterozygous TGFBR2 mutations in Marfan syndrome,2004,Nature Genetics,855,860,393
"Greenway, M.J., Andersen, P.M., Russ, G., Ennis, S., Cashman, S., Donaghy, C., Patterson, V., Swingler, R., Kieran, D., Prehn, J., Morrison, K.E., Green, A., Acharya, K.R., Brown Jr., R.H., Hardiman, O.",ANG mutations segregate with familial and 'sporadic' amyotrophic lateral sclerosis,2006,Nature Genetics,411,413,393
"Van Haaften, G., Dalgliesh, G.L., Davies, H., Chen, L., Bignell, G., Greenman, C., Edkins, S., Hardy, C., O'Meara, S., Teague, J., Butler, A., Hinton, J., Latimer, C., Andrews, J., Barthorpe, S., Beare, D., Buck, G., Campbell, P.J., Cole, J., Forbes, S., Jia, M., Jones, D., Kok, C.Y., Leroy, C., Lin, M.-L., McBride, D.J., Maddison, M., Maquire, S., McLay, K., Menzies, A., Mironenko, T., Mulderrig, L., Mudie, L., Pleasance, E., Shepherd, R., Smith, R., Stebbings, L., Stephens, P., Tang, G., Tarpey, P.S., Turner, R., Turrell, K., Varian, J., West, S., Widaa, S., Wray, P., Collins, V.P., Ichimura, K., Law, S., Wong, J., Yuen, S.T., Leung, S.Y., Tonon, G., Depinho, R.A., Tai, Y.-T., Anderson, K.C., Kahnoski, R.J., Massie, A., Khoo, S.K., Teh, B.T., Stratton, M.R., Futreal, P.A.",Somatic mutations of the histone H3K27 demethylase gene UTX in human cancer,2009,Nature Genetics,521,523,394
"Gateva, V., Sandling, J.K., Hom, G., Taylor, K.E., Chung, S.A., Sun, X., Ortmann, W., Kosoy, R., Ferreira, R.C., Nordmark, G., Gunnarsson, I., Svenungsson, E., Padyukov, L., Sturfelt, G., Jönsen, A., Bengtsson, A.A., Rantapää-Dahlqvist, S., Baechler, E.C., Brown, E.E., Alarcón, G.S., Edberg, J.C., Ramsey-Goldman, R., McGwin, G., Reveille, J.D., Vilá, L.M., Kimberly, R.P., Manzi, S., Petri, M.A., Lee, A., Gregersen, P.K., Seldin, M.F., Rönnblom, L., Criswell, L.A., Syvänen, A.-C., Behrens, T.W., Graham, R.R.","A large-scale replication study identifies TNIP1, PRDM1, JAZF1, UHRF1BP1 and IL10 as risk loci for systemic lupus erythematosus",2009,Nature Genetics,1228,1233,396
"Gudbjartsson, D.F., Bjornsdottir, U.S., Halapi, E., Helgadottir, A., Sulem, P., Jonsdottir, G.M., Thorleifsson, G., Helgadottir, H., Steinthorsdottir, V., Stefansson, H., Williams, C., Hui, J., Beilby, J., Warrington, N.M., James, A., Palmer, L.J., Koppelman, G.H., Heinzmann, A., Krueger, M., Boezen, H.M., Wheatley, A., Altmuller, J., Shin, H.D., Uh, S.-T., Cheong, H.S., Jonsdottir, B., Gislason, D., Park, C.-S., Rasmussen, L.M., Porsbjerg, C., Hansen, J.W., Backer, V., Werge, T., Janson, C., Jönsson, U.-B., Ng, M.C.Y., Chan, J., So, W.Y., Ma, R., Shah, S.H., Granger, C.B., Quyyumi, A.A., Levey, A.I., Vaccarino, V., Reilly, M.P., Rader, D.J., Williams, M.J.A., Van Rij, A.M., Jones, G.T., Trabetti, E., Malerba, G., Pignatti, P.F., Boner, A., Pescollderungg, L., Girelli, D., Olivieri, O., Martinelli, N., Ludviksson, B.R., Ludviksdottir, D., Eyjolfsson, G.I., Arnar, D., Thorgeirsson, G., Deichmann, K., Thompson, P.J., Wjst, M., Hall, I.P., Postma, D.S., Gislason, T., Gulcher, J., Kong, A., Jonsdottir, I., Thorsteinsdottir, U., Stefansson, K.",Sequence variants affecting eosinophil numbers associate with asthma and myocardial infarction,2009,Nature Genetics,342,347,397
"Howie, B., Fuchsberger, C., Stephens, M., Marchini, J., Abecasis, G.R.",Fast and accurate genotype imputation in genome-wide association studies through pre-phasing,2012,Nature Genetics,955,959,399
"Hodges, E., Xuan, Z., Balija, V., Kramer, M., Molla, M.N., Smith, S.W., Middle, C.M., Rodesch, M.J., Albert, T.J., Hannon, G.J., McCombie, W.R.",Genome-wide in situ exon capture for selective resequencing,2007,Nature Genetics,1522,1527,402
"Sharp, A.J., Hansen, S., Selzer, R.R., Cheng, Z., Regan, R., Hurst, J.A., Stewart, H., Price, S.M., Blair, E., Hennekam, R.C., Fitzpatrick, C.A., Segraves, R., Richmond, T.A., Guiver, C., Albertson, D.G., Pinkel, D., Eis, P.S., Schwartz, S., Knight, S.J.L., Eichler, E.E.",Discovery of previously unidentified genomic disorders from the duplication architecture of the human genome,2006,Nature Genetics,1038,1042,403
"Hollox, E.J., Huffmeier, U., Zeeuwen, P.L.J.M., Palla, R., Lascorz, J., Rodijk-Olthuis, D., Van De Kerkhof, P.C.M., Traupe, H., De Jongh, G., Heijer, M.D., Reis, A., Armour, J.A.L., Schalkwijk, J.",Psoriasis is associated with increased β-defensin genomic copy number,2008,Nature Genetics,23,25,403
"Ueda, H.R., Hayashi, S., Chen, W., Sano, M., Machida, M., Shigeyoshi, Y., Iino, M., Hashimoto, S.",System-level identification of transcriptional circuits underlying mammalian circadian clocks,2005,Nature Genetics,187,192,404
"Martin, M.P., Qi, Y., Gao, X., Yamada, E., Martin, J.N., Pereyra, F., Colombo, S., Brown, E.E., Shupert, W.L., Phair, J., Goedert, J.J., Buchbinder, S., Kirk, G.D., Telenti, A., Connors, M., O'Brien, S.J., Walker, B.D., Parham, P., Deeks, S.G., McVicar, D.W., Carrington, M.",Innate partnership of HLA-B and KIR3DL1 subtypes against HIV-1,2007,Nature Genetics,733,740,404
"Dubois, P.C.A., Trynka, G., Franke, L., Hunt, K.A., Romanos, J., Curtotti, A., Zhernakova, A., Heap, G.A.R., Ádány, R., Aromaa, A., Bardella, M.T., Van Den Berg, L.H., Bockett, N.A., De La Concha, E.G., Dema, B., Fehrmann, R.S.N., Fernández-Arquero, M., Fiatal, S., Grandone, E., Green, P.M., Groen, H.J.M., Gwilliam, R., Houwen, R.H.J., Hunt, S.E., Kaukinen, K., Kelleher, D., Korponay-Szabo, I., Kurppa, K., MacMathuna, P., Mäki, M., Mazzilli, M.C., McCann, O.T., Mearin, M.L., Mein, C.A., Mirza, M.M., Mistry, V., Mora, B., Morley, K.I., Mulder, C.J., Murray, J.A., Ñez, C., Oosterom, E., Ophoff, R.A., Polanco, I., Peltonen, L., Platteel, M., Rybak, A., Salomaa, V., Schweizer, J.J., Sperandeo, M.P., Tack, G.J., Turner, G., Veldink, J.H., Verbeek, W.H.M., Weersma, R.K., Wolters, V.M., Urcelay, E., Cukrowska, B., Greco, L., Neuhausen, S.L., McManus, R., Barisani, D., Deloukas, P., Barrett, J.C., Saavalainen, P., Wijmenga, C., Van Heel, D.A.",Multiple common variants for celiac disease influencing immune gene expression,2010,Nature Genetics,295,302,404
"Mendell, J.T., Sharifi, N.A., Meyers, J.L., Martinez-Murillo, F., Dietz, H.C.",Nonsense surveillance regulates expression of diverse classes of mammalian transcripts and mutes genomic noise,2004,Nature Genetics,1073,1078,405
"Smyth, D.J., Cooper, J.D., Bailey, R., Field, S., Burren, O., Smink, L.J., Guja, C., Ionescu-Tirgoviste, C., Widmer, B., Dunger, D.B., Savage, D.A., Walker, N.M., Clayton, D.G., Todd, J.A.",A genome-wide association study of nonsynonymous SNPs identifies a type 1 diabetes locus in the interferon-induced helicase (IFIH1) region,2006,Nature Genetics,617,619,405
"Unoki, H., Takahashi, A., Kawaguchi, T., Hara, K., Horikoshi, M., Andersen, G., Ng, D.P.K., Holmkvist, J., Borch-Johnsen, K., Jørgensen, T., Sandbæk, A., Lauritzen, T., Hansen, T., Nurbaya, S., Tsunoda, T., Kubo, M., Babazono, T., Hirose, H., Hayashi, M., Iwamoto, Y., Kashiwagi, A., Kaku, K., Kawamori, R., Tai, E.S., Pedersen, O., Kamatani, N., Kadowaki, T., Kikkawa, R., Nakamura, Y., Maeda, S.",SNPs in KCNQ1 are associated with susceptibility to type 2 diabetes in East Asian and European populations,2008,Nature Genetics,1098,1102,406
