Authors,Title,Year,Journal,Cites,Affiliations
"He Y., Hashimoto M., Song D., Chen S.-D., He J., Vishik I.M., Moritz B., Lee D.-H., Nagaosa N., Zaanen J., Devereaux T.P., Yoshida Y., Eisaki H., Lu D.H., Shen Z.-X.",Rapid change of superconductivity and electron-phonon coupling through critical doping in Bi-2212,2018,Science,5,"Geballe Laboratory for Advanced Materials, Departments of Physics and Applied Physics, Stanford University, Stanford, CA  94305, United States; SIMES, SLAC National Accelerator Laboratory, Menlo Park, CA  94025, United States; Stanford Synchrotron Radiation Lightsource, SLAC National Accelerator Laboratory, Menlo Park, CA  94025, United States; National Institute of Advanced Industrial Science and Technology, Tsukuba, 305-8568, Japan; Department of Physics, University of California, Berkeley, CA  94720, United States; Quantum-Phase Electronics Center, Department of Applied Physics, University of Tokyo, Tokyo, 113-8656, Japan; Instituut-Lorentz for Theoretical Physics, Leiden University, Leiden, Netherlands; Department of Physics and Astronomy, Seoul National University, Seoul, 08826, South Korea; Department of Physics, University of California, Davis, CA  95616, United States"
"Onuchic V., Lurie E., Carrero I., Pawliczek P., Patel R.Y., Rozowsky J., Galeev T., Huang Z., Altshuler R.C., Zhang Z., Harris R.A., Coarfa C., Ashmore L., Bertol J.W., Fakhouri W.D., Yu F., Kellis M., Gerstein M., Milosavljevic A.",Allele-specific epigenome maps reveal sequence-dependent stochastic switching at regulatory loci,2018,Science,5,"Molecular and Human Genetics Department, Baylor College of Medicine, Houston, TX, United States; Program in Quantitative and Computational Biosciences, Baylor College of Medicine, Houston, TX, United States; Epigenome Center, Baylor College of Medicine, Houston, TX, United States; NIH Roadmap Epigenomics Project, United States; Program in Computational Biology and Bioinformatics, Department of Molecular Biophysics and Biochemistry, Yale University, New Haven, CT, United States; Department of Computer Science, Yale University, New Haven, CT, United States; Human Genome Sequencing Center, Baylor College of Medicine, Houston, TX, United States; Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, United States; Broad Institute of Harvard University, Massachusetts Institute of Technology, Cambridge, MA, United States; Center for Craniofacial Research, Department of Diagnostic and Biomedical Sciences, School of Dentistry, University of Texas Health Science Center at Houston, Houston, TX, United States; Illumina, San Diego, CA, United States"
"Slimak L., Fietzke J., Geneste J.-M., Ontañón R.",Comment on “U-Th dating of carbonate crusts reveals Neandertal origin of Iberian cave art”,2018,Science,5,"CNRS UMR 5608 TRACES, Université Toulouse Jean Jaurès, Maison de la Recherche, Toulouse Cedex 9, 31058, France; GEOMAR Helmholtz Centre for Ocean Research Kiel, Kiel, 24148, Germany; Chauvet Cave Research Group, CNRS UMR 5199 PACEA, La Mouthe Basse, Les Eyzies, 24620, France; Museum of Prehistory and Archeology of Cantabria, Prehistoric Caves of Cantabria, International Institute of Prehistoric Research of Cantabria, Santander, 39009, Spain"
"Li Y., Kalnay E., Motesharrei S., Rivas J., Kucharski F., Kirk-Davidoff D., Bach E., Zeng N.",Climate model shows large-scale wind and solar farms in the Sahara increase rain and vegetation,2018,Science,5,"Department of Atmospheric and Oceanic Science, University of Maryland, College Park, MD  20742, United States; Department of Natural Resources and Environmental Sciences, University of Illinois at Urbana-Champaign, Urbana, IL  61801, United States; State Key Laboratory of Earth Surface Processes and Resources Ecology, Faculty of Geographical Science, Beijing Normal University, Beijing, 100875, China; Institute for Physical Science and Technology, University of Maryland, College Park, MD  20742, United States; Department of Physics, University of Maryland, College Park, MD  20742, United States; Earth System Physics Section, Abdus Salam International Centre for Theoretical Physics, Trieste, I-34100, Italy; LASG, Institute of Atmospheric Physics, Chinese Academy of Science, Beijing, 100029, China"
Barrett A.D.T.,The reemergence of yellow fever,2018,Science,5,"Sealy Institute for Vaccine Sciences and Department of Pathology, University of Texas Medical Branch, Galveston, TX  77555, United States"
"Gutiérrez C., Walkup D., Ghahari F., Lewandowski C., Rodriguez-Nieva J.F., Watanabe K., Taniguchi T., Levitov L.S., Zhitenev N.B., Stroscio J.A.",Interaction-driven quantum Hall wedding cake–like structures in graphene quantum dots,2018,Science,5,"Center for Nanoscale Science and Technology, National Institute of Standards and Technology, Gaithersburg, MD  20899, United States; Maryland NanoCenter, University of Maryland, College Park, MD  20742, United States; Department of Physics, Massachusetts Institute of Technology, Cambridge, MA  02139, United States; Department of Physics, Harvard University, Cambridge, MA  02138, United States; National Institute for Materials Science, Tsukuba, Ibaraki  305-0044, Japan; Quantum Matter Institute, University of British Columbia, Vancouver, BC  V6T 1Z4, Canada"
"Meyer W.K., Jamison J., Richter R., Woods S.E., Partha R., Kowalczyk A., Kronk C., Chikina M., Bonde R.K., Crocker D.E., Gaspard J., Lanyon J.M., Marsillach J., Furlong C.E., Clark N.L.",Ancient convergent losses of Paraoxonase 1 yield potential risks for modern marine mammals,2018,Science,5,"Department of Computational and Systems Biology, University of Pittsburgh, Pittsburgh, PA, United States; Dietrich School of Arts and Sciences, University of Pittsburgh, Pittsburgh, PA, United States; Division of Medical Genetics, Department of Medicine, University of Washington, Seattle, WA, United States; Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD, United States; Wetland and Aquatic Research Center, U.S. Geological Survey, Gainesville, FL, United States; Department of Biology, Sonoma State University, Rohnert Park, CA, United States; Pittsburgh Zoo and PPG Aquarium, Pittsburgh, PA, United States; School of Biological Sciences, University of Queensland, St. Lucia, QLD  4072, Australia; Department of Genome Sciences, University of Washington, Seattle, WA, United States; Pittsburgh Center for Evolutionary Biology and Medicine, University of Pittsburgh, Pittsburgh, PA, United States; Natural Resources Defense Council, Washington, DC, United States"
Lavery J.V.,Building an evidence base for stakeholder engagement,2018,Science,5,"Hubert Department of Global Health, Rollins School of Public Health, Center for Ethics, Emory University, Atlanta, GA  30322, United States"
"Tucci S., Vohr S.H., McCoy R.C., Vernot B., Robinson M.R., Barbieri C., Nelson B.J., Fu W., Purnomo G.A., Sudoyo H., Eichler E.E., Barbujani G., Visscher P.M., Akey J.M., Green R.E.","Evolutionary history and adaptation of a human pygmy population of Flores Island, Indonesia",2018,Science,5,"Department of Ecology and Evolutionary Biology, Princeton University, Princeton, NJ, United States; Lewis-Sigler Institute, Princeton University, Princeton, NJ, United States; Department of Life Sciences and Biotechnologies, University of Ferrara, Ferrara, Italy; Department of Biomolecular Engineering, University of California, Santa Cruz, CA, United States; Department of Evolutionary Genetics, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany; Department of Computational Biology, Génopode, University of Lausanne, Lausanne, Switzerland; Swiss Institute of Bioinformatics, Génopode, Quatier Sorge, Lausanne, Switzerland; Department of Linguistic and Cultural Evolution, Max Planck Institute for the Science of Human History, Jena, Germany; Department of Evolutionary Biology and Environmental Studies, University of Zurich, Switzerland; Department of Genome Sciences, University of Washington, Seattle, WA, United States; Genome Diversity and Diseases Laboratory, Eijkman Institute for Molecular Biology, Jakarta, Indonesia; Department of Medical Biology, Faculty of Medicine, University of Indonesia, Jakarta, Indonesia; Howard Hughes Medical Institute, University of Washington, Seattle, WA, United States; Institute for Molecular Bioscience, University of Queensland, Brisbane, QLD, Australia; Queensland Brain Institute, University of Queensland, Brisbane, QLD, Australia"
"Edelson M.G., Polania R., Ruff C.C., Fehr E., Hare T.A.",Computational and neurobiological foundations of leadership decisions,2018,Science,5,"Zürich Center for Neuroeconomics, Department of Economics, University of Zürich, Zürich, 8006, Switzerland; Decision Neuroscience Lab, Department of Health Sciences and Technology, ETH Zürich, Zürich, 8057, Switzerland"
"Iftikhar Z., Anthore A., Mitchell A.K., Parmentier F.D., Gennser U., Ouerghi A., Cavanna A., Mora C., Simon P., Pierre F.",Tunable quantum criticality and super-ballistic transport in a “charge” Kondo circuit,2018,Science,5,"Centre de Nanosciences et de Nanotechnologies (C2N), CNRS, Univ. Paris-Sud, Université Paris-Saclay, Palaiseau, 91120, France; Univ. Paris Diderot, Sorbonne Paris Cité, Paris, 75013, France; School of Physics, University College Dublin, Dublin 4, Ireland; Laboratoire Pierre Aigrain, Ecole Normale Supérieure–PSL Research University, CNRS, UPMC Univ. Paris 06–Sorbonne Universités, Univ. Paris Diderot-Sorbonne Paris Cité, Paris, 75005, France; Laboratoire de Physique des Solides, CNRS, Univ. Paris-Sud, Université Paris-Saclay, Orsay, 91405, France; Service de Physique de l’État Condensé, CEA, CNRS, Université Paris Saclay, CEA-Saclay, Gif-sur-Yvette, 91191, France"
"Hassan N., Cunningham S., Mourigal M., Zhilyaeva E.I., Torunova S.A., Lyubovskaya R.N., Schlueter J.A., Drichko N.",Evidence for a quantum dipole liquid state in an organic quasi-two-dimensional material,2018,Science,5,"Institute for Quantum Matter, Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD  21218, United States; School of Physics, Georgia Institute of Technology, Atlanta, GA  30332, United States; Institute of Problems of Chemical Physics, Chernogolovka, Russian Federation; Division of Materials Research, National Science Foundation, Alexandria, VA  22314, United States; Materials Science Division, Argonne National Laboratory, Argonne, IL  60439, United States"
"Jenni S., Harrison S.C.",Structure of the DASH/Dam1 complex shows its role at the yeast kinetochore-microtubule interface,2018,Science,5,"Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, 250 Longwood Avenue, Boston, MA  02115, United States; Howard Hughes Medical Institute, Harvard University, 250 Longwood Avenue, Boston, MA  02115, United States"
Hall S.S.,Omen in the blood,2018,Science,5,"New York City, United States"
"Grandgeorge P., Krins N., Hourlier-Fargette A., Laberty-Robert C., Neukirch S., Antkowiak A.",Capillarity-induced folds fuel extreme shape changes in thin wicked membranes,2018,Science,5,"Sorbonne Université, CNRS, Institut Jean le Rond 'Alembert, Paris, F-75005, France; Sorbonne Université, CNRS, Laboratoire de Chimie de la Matière Condensée de Paris, Paris, F-75005, France; PSL Research University, CNRS, École Normale Supérieure, Département de Physique, Paris, F-75005, France; Saint-Gobain, CNRS, Surface du Verre et Interfaces, Aubervilliers, F-93303, France"
"Dedovets D., Monteux C., Deville S.",Five-dimensional imaging of freezing emulsions with solute effects,2018,Science,5,"Laboratoire de Synthèse et Fonctionnalisation des Céramiques, UMR 3080 CNRS, Saint-Gobain CREE, Cavaillon, France; Sciences et Ingénierie de la Matiére Molle, ESPCI Paris, PSL Research University, CNRS, Sorbonne Universités, UPMC Univ Paris 06, Paris, France"
"Petrie K.L., Palmer N.D., Johnson D.T., Medina S.J., Yan S.J., Li V., Burmeister A.R., Meyer J.R.",Destabilizing mutations encode nongenetic variation that drives evolutionary innovation,2018,Science,5,"Division of Biological Sciences, University of California (UC) San Diego, San Diego, CA  92093, United States; Earth-Life Science Institute (ELSI), Tokyo Institute of Technology, Tokyo, Japan; Department of Ecology and Evolution, Yale University, New Haven, CT  06520, United States"
"Huang R.-Y., Xu H.","Comment on ""Synthesis and characterization of the pentazolate anion cyclo-N5 - in (N5)6(H3O)3(NH4)4Cl",2018,Science,5,"Anhui Key Laboratory of Functional Coordination Compounds, College of Chemistry and Chemical Engineering, Anqing Normal University, Anqing, 246011, China"
"Jiang C., Zhang L., Sun C., Zhang C., Yang C., Chen J., Hu B.","Response to Comment on ""Synthesis and characterization of the pentazolate anion cyclo-N5- in (N5)6(H3O)3(NH4)4Cl""",2018,Science,5,"School of Chemical Engineering, Nanjing University of Science and Technology, Nanjing, Jiangsu, 210094, China; Software Center for High Performance Numerical Simulation, Institute of Applied Physics and Computational Mathematics, Beijing, 100088, China; Laboratory of Computational Physics, Institute of Applied Physics and Computational Mathematics, Beijing, 100088, China; School of Chemical Engineering, University of Science and Technology Liaoning, Anshan, Liaoning, 114051, China"
"Hochberg G.K.A., Shepherd D.A., Marklund E.G., Santhanagoplan I., Degiacomi M.T., Laganowsky A., Allison T.M., Basha E., Marty M.T., Galpin M.R., Struwe W.B., Baldwin A.J., Vierling E., Benesch J.L.P.",Structural principles that enable oligomeric small heat-shock protein paralogs to evolve distinct functions,2018,Science,5,"Physical and Theoretical Chemistry Laboratory, Department of Chemistry, University of Oxford, Oxford, OX1 3QZ, United Kingdom; Department of Biochemistry and Molecular Biology, University of Massachusetts, Amherst, MA  01003, United States; Department of Ecology and Evolution, University of Chicago, Chicago, IL  60637, United States; Waters Corporation, Stamford Avenue, Wilmslow, SK9 4AX, United Kingdom; Department of Chemistry-BMC, Uppsala University, Box 576, Uppsala, 75123, Sweden; Department of Plant Sciences, University of Cambridge, Cambridge, CB2 3EA, United Kingdom; Department of Chemistry, Durham University, South Road, Durham, DH1 3LE, United Kingdom; Center for Infectious and Inflammatory Diseases, Institute of Biosciences and Technology, Texas A and M Health Science Center, Houston, TX  77030, United States; Department of Chemistry, Texas A and M University, College Station, TX  77842, United States; Department of Microbial Pathogenesis and Immunology, College of Medicine, Texas A and M Health Science Center, Bryan, TX  77807, United States; Department of Chemistry and Biochemistry, University of Arizona, 1306 East University Boulevard, Tucson, AZ  85721, United States"
